RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
399510,Loring Heights,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,7524,320638,318951.5,318778.3333,318935.3333,319689,320648,321682.3333,322964,324976.6667,326482.6667,326459,324955.3333,322979.6667,322698.6667,321458,319008.6667,314913.6667,310649.6667,307561.3333,305416.6667,306133.3333,306710.6667,306885,304192.3333,301816,301335.6667,302349.3333,304988.6667,307144.6667,309713.6667,309111,309258.3333,309935.3333,314547.6667,316919.3333,317236.6667,315291.3333,315807.3333,316221,316056.3333,314058.3333,313059,312075,311992,309729.6667,307231.6667,304709.6667,303205.6667,301772,300121.3333,299703.3333,299670.3333,300355.6667,300365.3333,301990,304465.3333,308662.6667,309471,310325.6667,309307,312457.3333,313263.6667,314612,313708,315722,318612,323427.6667,328241.6667,330483,330224.6667,328194.6667,329044.6667,330416.3333,333087,336250.6667,340351.3333,343386.6667,345765,347155,348218.6667,347902.6667,348002.6667,349285.3333,354453.6667,360439.3333,365670,368277,370042.6667,373957,378340.3333,382576.3333,381744.3333,378617.6667,375174.3333,375071.6667,376233.3333,377196.3333,377499.3333,377798.6667,378594,378723.3333,377766,376690.6667,376434.3333,378041,382125.3333,386706.6667,393694.6667,400309.6667,408295.3333,414861.6667,418123.3333,417266.3333,417823,420388.6667,427092,433247.3333,439099.6667,443476,446808.3333,447996.6667,447754,446220,446001.3333,446651.6667,447634,448221,447899.6667,447316.6667,447804,450958.6667,453139,454003.3333,450959.3333,449707,451475.6667,455905.3333,458036.6667,457980.3333,454725.6667,452674.3333,450759.3333,450182
269311,East Chastain Park,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,7632,,292802,292374,291297.3333,290748,289858.3333,289570.3333,288996.6667,288867.3333,287385,283595.3333,278592,274021,269900.6667,266526,263793.3333,262269.3333,261408.6667,260924,260080.3333,260904.3333,263001,265198,265295.3333,263698,262719.3333,262485.3333,262603,262142.3333,261383.3333,259639.3333,257468.3333,254763.6667,253130.3333,251982,252131.6667,251458.3333,251785.6667,249991.6667,248648.6667,245814,243689.6667,242325.6667,241376.3333,240147,238224,238110,237472,236184.6667,233681.3333,231990,230680.6667,229678.3333,229590.3333,229517.3333,230018.6667,230706,231848,232975,234279.3333,236596.3333,238211,240095,243026.6667,245914.3333,249537.3333,253590.3333,259034.6667,263746,267063.6667,268935.6667,271152.6667,273547,276938.3333,278824,280311,281214.3333,282410.3333,284112.3333,285315.6667,284918.6667,284366.6667,283676.3333,285262.6667,286808.3333,288534.3333,290265.3333,292658.6667,295981,299306,301343,302723.6667,304862,306954.3333,310215,311536,313754.6667,315314,318269.3333,320860.3333,321868.3333,322163,321391,321225.3333,318900.3333,318366,318085.6667,320627.3333,323522.6667,326607,329504.3333,330629.6667,331671.6667,332665.3333,333794,335406,338117,341120,343925.6667,346262.3333,349312,352772,355764,357624,359241.3333,360620,362157.6667,362790,363979.3333,365040.3333,366038.6667,366428.3333,367512.6667,368053.6667,368769.6667,369140,370789.3333,369957.3333,369830.3333,369137.6667,369752.6667,369411.3333,369400
131360,Riverside,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,7675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202971,202662.5,202298.6667,201640.3333,202043,203299,204823,205880,207579.3333,210311.3333,213657.3333,216199.6667,217424.6667,217831.6667,218537.6667,219749.3333,220431.6667,220355.3333,220005.6667,221152.3333,222632.3333,224956.6667,226040,228603.6667,231088.6667,233416.3333,232945,233131.3333,233971.3333,235956,237906.3333,240057,242475.3333,243441,242982.3333,242946.6667,244147.3333,247729,251646.3333,255255.3333,258248,260609.3333,261864,260989,260138.3333,260196,262600.6667,263248,263645,264172.3333,267975.6667,271956.3333,275579.6667,277404.3333,279993,282068.6667,285851.6667,288409,291230.3333,292468.6667,293575.3333,294498,295735.6667,296623.3333,297691.3333,300055.3333,303673.6667,308214.6667,311556.6667,314050.3333,315653.6667,317609.6667,319760.6667,322679,324461.3333,326172.3333,325744,324865,323194.3333,322157.6667,318747,315707,313051,312163.6667,311449.3333,308312.6667
269405,Peachtree Heights East,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,7815,474652,471115,470310.6667,467869,469315,470545.6667,474947.3333,476781.6667,480613.3333,478941,476387.6667,470614.3333,467668.3333,465513,461250,454917.3333,450615.6667,450482.6667,451031,450144,447186.3333,445062.6667,440092.6667,437789.6667,434089.3333,434165.3333,435453.3333,439501,442629.3333,443580.6667,443373.6667,444398.6667,442625.6667,439723.6667,435224.6667,433250.3333,432980.6667,433781,433667.6667,431764.3333,428251.6667,426788.6667,425806,425228.3333,424157.6667,424842.3333,428263.6667,429639.3333,432238,435982.3333,440117,442930,442465,442642.6667,440968.6667,440991,442825,448152,454464,459683,460668.6667,459585.6667,457349.3333,459817,462988,468918.6667,474449,480844.3333,486498.3333,491111,495937.6667,500871.6667,504900.3333,509083.6667,511794,514424.3333,515587.3333,517164.6667,519961.6667,522459.3333,522490,523480,523913.3333,527725.6667,531078,533895.6667,538721.6667,544503.3333,550848,554624.6667,555047.6667,555376,556829.3333,557386.3333,561950.6667,562236,563349.6667,563563,567545.3333,572898.3333,576290.3333,578111.3333,579179.6667,580163,577468,579185.3333,580879.3333,587603.6667,592872.6667,599002,604334.6667,605415.3333,606866.3333,607544.6667,609941.3333,611428.6667,616054.3333,620554,624557.6667,626887.6667,629669,632063.6667,634163.3333,636774.6667,639142.3333,640992.6667,641374.3333,643474.3333,646749,649181,649323.3333,648182.3333,648737,648021.6667,646852,645096,645957.3333,642268,640463.6667,637672.3333,639506.6667,638649,638568.6667
127516,Cabbagetown,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,7841,,277136,276197,275481,274439.3333,272198.6667,269171.6667,266131.6667,265372.6667,266199,266272,265209.6667,263410.6667,261655.6667,258407.6667,253961.3333,249391,247079,247186.6667,248022.3333,248670,248492.3333,247622.6667,248146.6667,247324.3333,247334,245221.3333,245325,244988.6667,244839.6667,243038,243122.6667,242726.3333,242050.3333,238180,236210,234754,235680.3333,234667.3333,233656,230602.6667,228891.6667,226740,224274.3333,221705,220453,220414.6667,219406.3333,216956.6667,214172.6667,212669.3333,212543.6667,213794,215554.3333,217171.3333,218775.3333,220153.6667,221885.6667,224421.6667,225689.6667,226539.6667,226215.3333,226969.6667,227763.3333,229440,231802.6667,235566.3333,239609.3333,242708.6667,245311,246992,249060.3333,251181.3333,253075,255526.6667,257739.3333,260667.6667,262657.3333,264924,266523.6667,268233,269404,270447.6667,271544,274049.6667,277463.3333,282029.6667,285867.3333,289719,293033.3333,293975.3333,294753,296343.3333,298579.6667,301744.6667,303183.3333,306338.6667,308719.6667,313247.3333,317910.6667,321872.3333,323624.6667,324790.3333,326245,325944.6667,324706,323006.3333,324566,326562,329871.3333,333147.6667,336874.3333,340362,344939.6667,349895.3333,354050,355834,355957.3333,358081,360876.6667,363287,364362.6667,366636.3333,370236.6667,373131.3333,374670.3333,375937.6667,376554.6667,378317.3333,380639,382664,382469.3333,384770.6667,387098,389030,386924.6667,385985.3333,383352.3333,382267.3333,379201.3333,378115.3333,376427,377331.3333
403171,Midwest Cascade,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,7953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240394,242731.5,244770,246375.6667,244955.3333,240661.3333,238023.3333,236069,234532.6667,231481.6667,229344,228189.3333,228227.6667,227799,226000.3333,225595,226603,229687.3333,231657.6667,232165.3333,232032.6667,231339,230926,230424.6667,230762.3333,231919.6667,234547.3333,237605.6667,240289.6667,242182.6667,243446.6667,245171.3333,246118.3333,246068.3333,244564.3333,243753,243578,244425.3333,246500.3333,247061.3333,248957.3333,249143.6667,251205.3333,252055.6667,253602.6667,255000,257859.6667,259964.6667,260469,257699,254742.3333,253973,254402.3333,256013.6667,258344.3333,258987.6667,260203.3333,260257,262860.3333,265134.3333,266677.6667,269036,270187.3333,272233.3333,272890.6667,274037,273944.3333,275539.6667,275956.3333,277037,277271,279432.6667,282462.6667,286193,288416.3333,290067.3333,290340.3333,292111.3333,293807.3333,295612,297632.3333,299043.3333,298351.3333,296486,296132,295926.3333,296498.3333,295892,296887.3333,297263.6667,297767,299150.3333,300545,303689.6667,305751.3333,306616,305962.6667,304998.3333,304920.3333,304776,305114.6667,306162.3333,304978.3333,304077,303242.6667,305630,307742.6667,309776
269374,Margaret Mitchell,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8000,,867789,870762.5,872311.3333,875001.6667,874201.3333,870104.6667,865267.3333,864450.6667,866949.3333,866161,859489,852542.6667,846705.3333,841550,829251,815264.6667,804920,798886,795637,788334,779411.3333,767715.3333,758138.3333,752504,752699.6667,755788.3333,760266.3333,764266,768913,770032.3333,766832.6667,755712.3333,747136,740190,734292,729051.6667,723555.6667,719124,708409.6667,703241,696806.6667,697169.6667,689561.3333,689137,688251.6667,694774.3333,694289.3333,690981.6667,688350.6667,688668,691210,690621,692642,695880,701468.3333,703685,702231.3333,699838.6667,703593.3333,707754.6667,708134.3333,704099.6667,703881.3333,706992.3333,713488,720774.3333,728963.6667,733317.3333,735278,736626,738674,739917.3333,737799.3333,734626.6667,734984.3333,735683.3333,736443.6667,739593.3333,743685,744970.6667,742479.3333,743064.3333,751384.3333,755207.6667,755556.6667,755125.6667,758306.3333,762009,766264.6667,767072,767001.3333,763702,765297,768906.3333,772417,775757.6667,781793.3333,785893,791065,789804.3333,790056.6667,786457.6667,786740.3333,790715.6667,798877.6667,807791.6667,816219.6667,820094.6667,821734.6667,825488,831241,835361.3333,833854.6667,831093.6667,832947.3333,840696.3333,844158.3333,842573.3333,836416,836595.3333,841537.3333,848079,852385,857356.6667,859881.3333,863182.3333,862999.6667,866413,869882.6667,873199.6667,875088,880456.3333,885291.3333,887559,887557,891021.3333,891747.6667,888705.6667,886978.6667,885939,885676.3333,880167
269389,Niskey Lake,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229460,230654,230362.3333,229508,227655,227159,226793,227022.3333,227054,229340.3333,232292,236298.6667,239580.6667,241988,243051,243751.3333,245786.6667,247871,250156,250840.3333,251540.3333,252642,252317.3333,252705.6667,252658.6667,254846.6667,257055,259039.6667,259283.6667,259991,260576,262286.3333,263070.3333,263358.3333,264089,264439,263699.3333,263827.3333,265026.6667,268207,270572.6667,270759.3333,271363.3333,271320.6667,271183,270701.3333,271425.6667,273867.3333,275214.3333,274598.6667,274891,277500.6667,281928.6667,285117.3333,288671,292122,296431,298746.3333,300526.3333,300643.6667,302437.3333,303922.3333,305074.6667,305090.6667,305576.6667,307378.3333,307770.3333,308717,310206.6667,311291.6667,312010,310777.6667,311964,312379,313913
131406,Rockdale,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358827,355872.5,354573,351683.3333,350608.6667,349030,346502.3333,344906,345106,347061,348726.6667,349090.6667,348040.6667,347329.6667,347700,346749.3333,344355.3333,342772,343739.6667,346282.6667,346964.6667,349480,351424.6667,354424,356857.3333,360755,362491,365116.6667,365377.6667,368025.3333,369425.6667,371944,375067,378223.3333,381927.3333,384949.6667,388449.6667,390191.6667,392648.6667,395092.3333,399473.6667,401906.6667,405102,405930.6667,406369.6667,403101.6667,400627,399450,400397.3333,402229.3333,403643.6667,404990,406640.6667,407396.3333
269378,Meadowbrook Forest,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141548,142790.5,144501.3333,145724.6667,146807.3333,146181,145926.6667,144181.6667,142022.3333,140398.3333,139240.3333,138499.3333,137382.6667,136025.3333,134729.6667,134877.3333,135874,138016.3333,140219.6667,143485.6667,146675,148107,148735.6667,149133.3333,151140.3333,153846,156593.6667,159038.3333,160331,161771.6667,163206,165055,167123.3333,169916.6667,172712.3333,175187,176180.6667,176214.6667,175025,173729.3333,172347.3333,170844.3333,168298,165154.6667
269262,Ben Hill Acres,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151003,149967.5,149315.6667,147831.3333,146363.3333,144743.3333,143597.6667,142589,140959.6667,138418,135650.3333,133957.6667,133524.6667,133333.6667,133071.6667,132616,132439.6667,132077.6667,131456.3333,131811.6667,133061.3333,135239,137064.6667,138340.6667,138164,137891.6667,137994,139139,140325.3333,141483.3333,142125.3333,142018.3333,140856,139182.3333,137579.3333,136661.6667,136905,137532.6667,137258.6667,135769.3333,134315.3333,133553.6667,133248.3333,132680,132905,133709.6667,135119,135480.6667,134999.3333
403413,Woodfield,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8601,,625969,624977.5,626356.3333,623944.3333,624432,621084.3333,622870,620983,624273,624080,621465,613345,602717,594869.3333,586373,580726,574660,568098,561942,558764.3333,556770.6667,556235.3333,554902.6667,558634.3333,563651.3333,568821.3333,572957.6667,577796.3333,582954.6667,584343.6667,583245.6667,581257.6667,579919.3333,575231.3333,568361,563122,561335.3333,561509.6667,563549.3333,565806,564292,562251.6667,556074.6667,552352.3333,546566.3333,544276.6667,543543,541998.3333,540458,538495.3333,538865.6667,542007.3333,547870.6667,557172.6667,564331,567391,566053.6667,568456.3333,574601.6667,580071.6667,583929,586250.3333,588124.6667,587310,587990.3333,590492,594533.6667,592767.6667,591792,593786,603878.3333,609677.6667,609695,606208.3333,607357,608659.6667,606383.6667,604581,605035,610106,614398,618415.6667,621388.3333,625891,631668.3333,636560.6667,636605.3333,639245.3333,645011,652649,652580.6667,651519.3333,651671.6667,655202.6667,655471,654155,656798.3333,659600.6667,663596.3333,662814.3333,663708.6667,661718.6667,662046.3333,661535.3333,666534.6667,669536.6667,672451.3333,674271.3333,675606.6667,680975.3333,683539,686583.3333,686455.6667,689490.6667,695448.3333,704386.3333,710677.6667,715490,716631.6667,716123.3333,712705.3333,706788.6667,702152.6667,698607.3333,697275.3333,696261.3333,698637.3333,703901.3333,707158,706234.6667,703885.3333,708186.3333,716979,727315,734118,740665.6667,742553,744880.6667,747604.6667,752740.3333,756192.6667,758278
403436,Fairburn Road - Wisteria Lane,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143092,143768,143125,142022,139592,137375,135806,135492.6667,135980.3333,136443.3333,136141.6667,135217.6667,133993.6667,132362,131127.6667,130489,130850.6667,131354,131152,129937,128152.6667,126635.3333,126213.3333,126827.3333,128168.6667,129542,131192.6667,132695
403455,Fairburn Tell,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136755,136420.5,137342.3333,138173.3333,138960.3333,138350.3333,137451.3333,137202,136351.3333,135494,134814,135937,137978.3333,140390,142048.3333,143043.6667,142472.3333,141714.3333,141488,142593.6667,143704.3333,145491.6667,145757.6667,146861.6667,146762.6667,147799.6667,148008.3333,148484.6667,148774.3333,149736.3333,151423,152535,152026.3333,150769.3333,149884.3333,149965.3333,150545.3333,151149.3333,151343.3333,150079.6667,149731.6667,149729.3333,150908,151469,152656,153376.6667,153521,153214,152390.3333,151768.3333,151522,152947.3333,155008.6667,156707.3333,156958.3333,157503.3333,158917.6667,160082.6667,161431,162111.6667,163894,164248.6667,163950.3333,163593.3333,164476,166659.6667,169573.6667,172342.6667,174591,175564,174704,172862.6667,170420.3333,170191.3333,171663.6667,174173.3333,175632.6667,175804.3333,175386.6667,174935.6667,176067.6667,178570.6667,182810.3333,186756.3333,190427.6667,193133.3333,195558.6667,196903.6667,198499.3333,200895,202853.3333,203218,203316.6667,204257,207315,208460,209982.6667,210076.3333,210368.6667,211329.3333,212599
269322,Fernleaf,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8793,,425916,426437,425446.3333,423752.3333,421832.3333,421109,420882.3333,422967,423912,423634,419273.3333,415692.6667,413262.3333,410282.3333,406869.6667,404066.3333,402759.3333,401312.3333,399195.3333,399555,400955.3333,402782,402724.3333,401468.6667,401073,402641,405612,406557.3333,405345.6667,405065.6667,407297.3333,408180.3333,409896.6667,409282.6667,409943.6667,406723.6667,404412,401900.6667,401260,399866,401985.6667,404467.6667,406563.3333,403591,402512.3333,401956.3333,403877,402743,402335,400965,402075.6667,401486,402281,400749.3333,400198,397950.6667,395013.3333,392183.6667,391258.3333,393594.3333,399028.6667,406051.3333,410324,415092,418184.6667,424015,427900.6667,431596.6667,432299.3333,434273.6667,437757,443865.6667,448587.6667,448928.6667,449702.3333,450807,453214.3333,453801.6667,454104.3333,455202,455675,456961,460287.6667,463857.3333,465539,465585.3333,466799.3333,470800,476643.3333,480307.6667,480723,480018.3333,482230.3333,487927.3333,490736.3333,495312,497765.3333,502895.6667,504895,504371.6667,499930.6667,493253,489450.3333,491022,497766,505512,511349.6667,514820,514851.3333,513724.3333,511968.3333,513113,516910,522221.3333,527726.3333,534629.6667,540648.6667,545555.3333,548667.3333,550760.3333,554573.6667,560314.3333,565249.6667,568910,569012.6667,571892.3333,573220.6667,573776.6667,570814.6667,567427.6667,565862.3333,566244.6667,566371.6667,567521,569507.3333,574187,576220,577425.3333,579287.6667,579355,576237,570435.6667
269303,Colonial Homes,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271256,270128.5,270375.6667,272072.6667,275782.3333,278547,279346.6667,279716.6667,280547.3333,283803,287563.3333,291695.3333,293526.6667,294235.3333,294953.6667,296620,298517.3333,299828,300032,300359.3333,299906,299587.6667,298866,298736.6667,299000,299289.6667,300277.6667,301160,302896.3333,304445.3333,306388.6667,308338.6667,311679.3333,313659.3333,313468,313922.3333,317209.3333,324084,327864.3333,328401.6667,327457.3333,328546.6667,331433.6667,334529,335913.3333,335848,333977.3333,332777.6667,329801.6667,328730,328206.3333,330395.3333,333147,336405.6667,339564.3333,340533.3333,340974,340919.6667,343507.3333,345227,349122,349285.6667,350822.6667,351279,350355,349668.6667,348972,349862.3333,349717,351360.3333,352653.3333,352965.6667,351818.6667,352719.3333,353798,353591.6667,352281.6667,350403,349995.3333,350547,353273.6667,354254,356466,357143.6667,357667,356577.6667,355600
403469,Oakland,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,8868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183711,184004,184426.3333,184668.6667,184196,184689.6667,186061.6667,187850.6667,187961.6667,187241.6667,186546,186744.6667,185720.3333,186033,185204.3333,185514.6667,185361.3333,185630.3333,184836.3333,183927,182558,182669.6667,182091,182483.6667,183997.3333,185537.3333,187855.3333,189508.6667,190788,192309.3333,194305,197407.6667,200250.6667,202616.3333,204308,204647.3333,205073,205784.3333,207197.6667,209351,211593.6667,213632,215959.6667,218649,221542.6667,223578.3333,225356.6667,228475.3333,231250,233527,235170,237289.6667,239993.3333,242139,241229.6667,239525.6667,238345,239935.3333,242719,244582.3333,246184.6667,247166.3333,247976.3333,249359.6667,250416.6667,250390.3333,249549.3333,249456,249457.3333,248683,246824.6667,246594.3333,247729,250631.3333,252394.3333,252985,253791,256355,260156.3333,261996,263794.6667,266324.6667,268692,270259.6667,270326.3333,271438,274111.3333,277613.6667,281020.6667,283285,285738.6667,288961,293627.3333,298456.6667,303091,305638.3333,309025.6667,309948.3333,310669.3333,309404,310246.3333,309783.3333,311528.6667,311730.6667,313080,311288,311770
403430,English Park,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,9140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91646,91858.5,92095,92180.33333,92132.66667,92088.33333,92615.66667,93973.33333,95563.66667,96957.66667,97362,97810,97745.33333,97695,97301.66667,97000,96211.33333,94965.66667,93910,93976,94689.33333,95769.66667,96411.66667,96468.66667,96268,95807.33333,95102,94955,95757.66667,97753.33333,99673.66667,100269.3333,100155.3333,100201.6667,101421,103082.6667,104969.6667,107208.6667,110083.6667,112658.3333,115024.3333,116814.6667,118173.3333,119058.6667,120136.6667,121278.6667
403457,Niskey Cove,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,9174,,237322,236775,236473,234478.3333,232761.3333,231486.3333,230801,230203,228888.6667,227458.3333,226166.6667,225934,228197,228710.3333,227017,222492.6667,218396.6667,214297,212873.6667,213111.6667,215043.6667,215492,215873,214536.3333,212943.3333,211426.3333,212449.3333,214153.3333,213804.3333,212605,211088.3333,210769.6667,210531.3333,210901,211829.3333,212528,212682.3333,212335.6667,210897.6667,209240.6667,208395.6667,209545.6667,209291.3333,207426,205199,204107,203031.6667,200786.6667,198225.3333,196851,196033.6667,196486.3333,197587.6667,198651.6667,199827.6667,201008,203862.6667,206233.3333,208769.3333,210219.3333,211919,214161,217339,222344.6667,227132.3333,231799.6667,234959,236296,235121,232678.6667,231879,233047,235471.6667,235902.3333,237407.6667,238811,242215,243977.3333,246803.3333,249074.6667,251178.6667,250863,249614.6667,248781.3333,248622,249009.3333,248857.3333,249809.6667,251477.3333,254656.3333,258100.6667,260915.6667,263704.3333,266818.3333,269403,272896,276245,282111.3333,286203,287604.6667,286750,284670.6667,283409,282340.3333,284145.6667,287231.3333,289420.6667,288515.6667,285960.3333,285450,285559.3333,285854.3333,286865.3333,288153,290352,290507.6667,289070.6667,289073.3333,290080,293132.3333,294237.3333,294702.3333,295043.6667,296967,298446,300104.3333,299430.3333,300697.3333,300207.6667,300432.6667,299655,300751.6667,302771.6667,303973.6667,305506,308142.6667,309472.3333,309787.3333,308405.6667,308708.3333,309039,310761.3333
